,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"f[0,21]",0.13,0.0317,0.078,0.1814,0.0004,0.0003,7394.0564,5711.3472,1.0012
"f[0,22]",0.1182,0.0307,0.0695,0.1701,0.0003,0.0002,8034.1327,5223.9717,1.0001
"f[0,23]",0.1002,0.0283,0.0547,0.1446,0.0003,0.0002,8129.1848,5533.0356,0.9998
"f[0,24]",0.1319,0.0325,0.0802,0.1841,0.0003,0.0003,8708.9222,5513.6892,1.0005
"f[0,25]",0.1139,0.0306,0.0636,0.1623,0.0003,0.0002,7896.379,4894.7106,0.9998
"f[0,26]",0.1891,0.0376,0.1255,0.2465,0.0004,0.0003,8391.743,5444.8774,1.0003
"f[0,27]",0.0992,0.0291,0.0486,0.1416,0.0003,0.0002,7867.7023,5812.069,1.0001
"f[0,28]",0.1788,0.0372,0.1163,0.237,0.0004,0.0003,8291.8338,5595.3099,1.0006
"f[0,29]",0.1733,0.037,0.1167,0.2363,0.0004,0.0003,8437.3463,6099.1491,1.0
"f[0,30]",0.1464,0.0348,0.092,0.2048,0.0004,0.0003,8089.7108,6303.4536,1.0011
"f[0,31]",0.1502,0.0349,0.0916,0.2038,0.0004,0.0003,7856.6573,5575.7878,1.0007
"f[0,32]",0.1396,0.0334,0.0821,0.1909,0.0004,0.0003,8075.7429,6277.3002,1.0004
"f[0,33]",0.1815,0.0384,0.123,0.2472,0.0004,0.0003,8567.8093,5982.6673,1.0012
"f[0,34]",0.1461,0.0342,0.0884,0.1981,0.0004,0.0003,8183.2573,5966.9541,1.0011
"f[0,35]",0.161,0.0373,0.1017,0.223,0.0004,0.0003,7338.5267,5829.1624,1.0006
"f[0,36]",0.1625,0.036,0.1033,0.219,0.0004,0.0003,7250.8849,5727.7596,1.0002
"f[0,37]",0.1857,0.0378,0.1234,0.2473,0.0004,0.0003,8151.9108,5978.1724,1.0003
"f[0,38]",0.1057,0.0296,0.0575,0.1529,0.0003,0.0002,7661.2042,5102.793,1.0003
"f[0,39]",0.135,0.0333,0.0813,0.1884,0.0004,0.0003,8667.7096,6838.4385,1.0009
"f[0,40]",0.1167,0.0304,0.0673,0.1653,0.0003,0.0002,8093.2354,5624.4097,1.0001
"f[0,41]",0.1242,0.0316,0.074,0.1768,0.0004,0.0003,7175.3112,5994.3737,1.0004
"f[0,42]",0.2084,0.0402,0.1396,0.2705,0.0004,0.0003,8493.5493,5738.8046,1.0
"f[0,43]",0.1657,0.036,0.1058,0.2223,0.0004,0.0003,7502.2413,5416.2495,1.0002
"f[0,44]",0.1226,0.0314,0.0687,0.1701,0.0003,0.0002,8819.8329,5546.717,1.0023
"f[0,45]",0.1625,0.0371,0.1031,0.2244,0.0004,0.0003,8107.7267,5492.0402,0.9999
"f[0,46]",0.1484,0.0344,0.0893,0.201,0.0004,0.0003,8136.9488,5670.515,1.0
"f[0,47]",0.1663,0.0362,0.1093,0.2265,0.0004,0.0003,7973.5982,5696.4278,1.0001
"f[0,48]",0.1606,0.0348,0.1022,0.215,0.0004,0.0003,8535.7085,5930.8024,1.0013
"f[0,49]",0.1247,0.0323,0.0715,0.1748,0.0004,0.0003,8212.4564,5818.1258,1.0004
"f[0,50]",0.1105,0.0304,0.0613,0.1587,0.0003,0.0002,8353.0201,5647.1324,1.0001
"f[0,51]",0.1429,0.0349,0.0863,0.1991,0.0004,0.0003,8424.1281,5539.6525,1.0002
"f[0,52]",0.1985,0.0397,0.1362,0.2639,0.0004,0.0003,8392.4071,5484.8307,1.0003
"f[1,0]",0.4603,0.0464,0.3843,0.5371,0.0005,0.0004,8491.1447,6363.2294,1.0001
"f[1,1]",0.4699,0.047,0.3937,0.547,0.0005,0.0004,8261.1117,6220.5007,1.0003
"f[1,2]",0.4434,0.0467,0.3666,0.5207,0.0005,0.0004,7957.1049,5637.0315,1.0002
"f[1,3]",0.4978,0.0481,0.4182,0.5742,0.0005,0.0004,8162.3401,6099.4126,1.001
"f[1,4]",0.5112,0.0482,0.4329,0.5896,0.0005,0.0004,8411.9981,6035.3052,1.0006
"f[1,5]",0.4627,0.0459,0.384,0.5361,0.0005,0.0004,8518.5403,6710.5823,0.9999
"f[1,6]",0.4557,0.0474,0.3815,0.5375,0.0005,0.0004,7878.1242,6408.7343,1.0001
"f[1,7]",0.4751,0.0479,0.3966,0.5538,0.0005,0.0004,8674.7996,6841.314,0.9998
"f[1,8]",0.4942,0.0467,0.4184,0.5714,0.0005,0.0004,8915.9552,6976.9547,0.9998
"f[1,9]",0.501,0.0497,0.4165,0.5802,0.0006,0.0004,8058.0659,6265.3493,1.0006
"f[1,10]",0.581,0.0478,0.5,0.6566,0.0005,0.0004,8787.4827,6176.7055,0.9999
"f[1,11]",0.4288,0.0462,0.3527,0.505,0.0005,0.0004,8344.9144,7043.9197,1.0003
"f[1,12]",0.5081,0.047,0.4294,0.5838,0.0005,0.0004,8723.757,6736.1614,1.0006
"f[1,13]",0.4526,0.0465,0.3744,0.527,0.0005,0.0004,8769.5013,6780.511,1.0009
"f[1,14]",0.4564,0.048,0.3806,0.5381,0.0005,0.0004,8543.7255,6423.2561,1.001
"f[1,15]",0.5286,0.0468,0.4543,0.6071,0.0005,0.0004,8030.2977,6566.6627,0.9997
"f[1,16]",0.52,0.048,0.4395,0.5974,0.0005,0.0004,8059.9538,5488.6639,1.0001
"f[1,17]",0.5429,0.0476,0.463,0.62,0.0005,0.0004,8308.9366,7019.7495,0.9998
"f[1,18]",0.5033,0.0472,0.4263,0.5817,0.0005,0.0004,8522.5359,6310.4428,1.0001
"f[1,19]",0.4739,0.0468,0.3985,0.5511,0.0005,0.0004,8461.0834,6937.9926,0.9999
"f[1,20]",0.5301,0.048,0.4507,0.6095,0.0005,0.0004,7659.8734,6073.4781,1.0006
"f[1,21]",0.4266,0.0462,0.349,0.501,0.0005,0.0004,8406.4101,6774.3609,1.0003
"f[1,22]",0.4391,0.0469,0.3649,0.5183,0.0005,0.0004,8211.3011,6118.9583,0.9997
"f[1,23]",0.3907,0.0457,0.3147,0.4652,0.0005,0.0004,7653.5353,6280.6339,1.0003
"f[1,24]",0.4252,0.0462,0.3456,0.4969,0.0005,0.0004,8215.1606,6728.4024,1.0001
"f[1,25]",0.4837,0.048,0.404,0.5601,0.0005,0.0004,8827.6789,6704.2261,1.0006
"f[1,26]",0.4757,0.0468,0.3967,0.5494,0.0005,0.0004,8444.1624,7061.5505,1.0002
"f[1,27]",0.4284,0.0478,0.3484,0.5067,0.0005,0.0004,7726.7098,6348.8022,1.0006
"f[1,28]",0.471,0.046,0.3964,0.5476,0.0005,0.0004,7447.0549,6000.5418,1.0008
"f[1,29]",0.4867,0.0469,0.4078,0.5614,0.0005,0.0004,8458.6159,6638.5678,1.0005
"f[1,30]",0.5064,0.0483,0.43,0.5878,0.0006,0.0004,7503.472,6218.059,1.0003
"f[1,31]",0.4975,0.0471,0.4173,0.5707,0.0005,0.0004,7698.4519,6249.9956,1.0001
"f[1,32]",0.4927,0.0474,0.4147,0.5709,0.0005,0.0004,8469.6935,6648.2181,1.0009
"f[1,33]",0.5223,0.0472,0.4431,0.5978,0.0005,0.0004,8767.2207,6454.3925,0.9998
"f[1,34]",0.4859,0.0468,0.4074,0.5599,0.0005,0.0004,7883.2634,6215.2007,0.9999
"f[1,35]",0.5635,0.0486,0.4822,0.6425,0.0005,0.0004,8734.112,6565.8452,1.0
"f[1,36]",0.4744,0.0465,0.3982,0.5513,0.0005,0.0004,8462.3266,5879.0165,1.0006
"f[1,37]",0.4906,0.0462,0.4159,0.5676,0.0005,0.0004,8628.6953,6320.1712,0.9998
"f[1,38]",0.4824,0.0477,0.3999,0.5572,0.0005,0.0004,8663.3571,6234.6968,1.0004
"f[1,39]",0.5132,0.047,0.4366,0.591,0.0005,0.0004,8492.6962,6740.1504,1.0
"f[1,40]",0.441,0.0472,0.3586,0.5142,0.0005,0.0004,8382.0789,6274.4243,1.0
"f[1,41]",0.4439,0.047,0.3635,0.5187,0.0005,0.0004,8405.4406,6330.8414,0.9997
"f[1,42]",0.4939,0.0468,0.4184,0.572,0.0005,0.0004,8139.8308,6638.8127,1.0002
"f[1,43]",0.5076,0.0465,0.4312,0.5836,0.0005,0.0004,8658.8962,6083.4427,1.0004
"f[1,44]",0.437,0.047,0.3614,0.5157,0.0005,0.0004,8784.5894,6169.9802,1.0004
"f[1,45]",0.5173,0.0485,0.4394,0.5967,0.0005,0.0004,7915.1358,6224.509,1.0005
"f[1,46]",0.4836,0.0468,0.4016,0.5564,0.0005,0.0004,8157.7419,6353.8083,1.0004
"f[1,47]",0.4882,0.047,0.4089,0.5638,0.0005,0.0004,8441.3559,6526.0563,1.0005
"f[1,48]",0.4098,0.045,0.3345,0.4827,0.0005,0.0003,8412.5934,7197.1614,1.0
"f[1,49]",0.5229,0.0483,0.4456,0.6036,0.0005,0.0004,8316.1096,7061.3526,1.0002
"f[1,50]",0.4111,0.047,0.3351,0.489,0.0005,0.0004,7886.6513,6176.2836,1.0001
"f[1,51]",0.5102,0.0483,0.4296,0.5884,0.0005,0.0004,8492.6628,7217.7916,1.0006
"f[1,52]",0.5409,0.0469,0.4667,0.6207,0.0005,0.0004,8642.5926,6534.9334,1.0005
